model,group,year,month,i,xt,xt1,odometer,xtmxt1,bxt,bxt1,xtchange,frag
5325,4,80,2,0,217202,220167,220167,2965,44,45,1,1
5325,4,80,3,0,220167,223022,223022,2855,45,45,0,0
5325,4,80,4,0,223022,227324,227324,4302,45,46,1,1
5325,4,80,5,0,227324,228970,228970,1646,46,46,0,0
5325,4,80,6,0,228970,232811,232811,3841,46,47,1,1
5325,4,80,7,0,232811,238147,238147,5336,47,48,1,1
5325,4,80,8,0,238147,242757,242757,4610,48,49,1,1
5325,4,80,9,0,242757,246631,246631,3874,49,50,1,1
5325,4,80,10,0,246631,251096,251096,4465,50,51,1,1
5325,4,80,11,0,251096,255338,255338,4242,51,52,1,1
5325,4,80,12,0,255338,255869,255869,531,52,52,0,0
5325,4,81,1,0,255869,255991,255991,122,52,52,0,0
5325,4,81,2,0,255991,255991,255991,0,52,52,0,0
5325,4,81,3,0,255991,255991,255991,0,52,52,0,0
5325,4,81,4,0,255991,255991,255991,0,52,52,0,0
5325,4,81,5,0,255991,257735,257735,1744,52,52,0,0
5325,4,81,6,0,257735,261214,261214,3479,52,53,1,1
5325,4,81,7,0,261214,263615,263615,2401,53,53,0,0
5325,4,81,8,0,263615,266667,266667,3052,53,54,1,1
5325,4,81,9,0,266667,268824,268824,2157,54,54,0,0
5325,4,81,10,0,268824,270472,270472,1648,54,55,1,1
5325,4,81,11,1,270472,2231,272831,-268241,55,1,0,0
5325,4,81,12,0,2231,5179,275779,2948,1,2,1,1
5325,4,82,1,0,5179,8061,278661,2882,2,2,0,0
5325,4,82,2,0,8061,9470,280070,1409,2,2,0,0
5325,4,82,3,0,9470,14142,284742,4672,2,3,1,1
5325,4,82,4,0,14142,16275,286875,2133,3,4,1,1
5325,4,82,5,0,16275,18474,289074,2199,4,4,0,0
5325,4,82,6,0,18474,20668,291268,2194,4,5,1,1
5325,4,82,7,0,20668,23481,294081,2813,5,5,0,0
5325,4,82,8,0,23481,25722,296322,2241,5,6,1,1
5325,4,82,9,0,25722,28290,298890,2568,6,6,0,0
5325,4,82,10,0,28290,30964,301564,2674,6,7,1,1
5325,4,82,11,0,30964,34826,305426,3862,7,7,0,0
5325,4,82,12,0,34826,36281,306881,1455,7,8,1,1
5325,4,83,1,0,36281,38704,309304,2423,8,8,0,0
5325,4,83,2,0,38704,41069,311669,2365,8,9,1,1
5325,4,83,3,0,41069,43255,313855,2186,9,9,0,0
5325,4,83,4,0,43255,45377,315977,2122,9,10,1,1
5325,4,83,5,0,45377,47589,318189,2212,10,10,0,0
5325,4,83,6,0,47589,50454,321054,2865,10,11,1,1
5325,4,83,7,0,50454,53558,324158,3104,11,11,0,0
5325,4,83,8,0,53558,56030,326630,2472,11,12,1,1
5325,4,83,9,0,56030,58052,328652,2022,12,12,0,0
5325,4,83,10,0,58052,59590,330190,1538,12,12,0,0
5325,4,83,11,0,59590,61444,332044,1854,12,13,1,1
5325,4,83,12,0,61444,63936,334536,2492,13,13,0,0
5325,4,84,1,0,63936,66369,336969,2433,13,14,1,1
5325,4,84,2,0,66369,67605,338205,1236,14,14,0,0
5325,4,84,3,0,67605,68742,339342,1137,14,14,0,0
5325,4,84,4,0,68742,70133,340733,1391,14,15,1,1
5325,4,84,5,0,70133,71964,342564,1831,15,15,0,0
5325,4,84,6,0,71964,75201,345801,3237,15,16,1,1
5325,4,84,7,0,75201,76870,347470,1669,16,16,0,0
5325,4,84,8,0,76870,79695,350295,2825,16,16,0,0
5325,4,84,9,0,79695,81617,352217,1922,16,17,1,1
5325,4,84,10,0,81617,84390,354990,2773,17,17,0,0
5325,4,84,11,0,84390,86786,357386,2396,17,18,1,1
5325,4,84,12,0,86786,88952,359552,2166,18,18,0,0
5325,4,85,1,0,88952,91418,362018,2466,18,19,1,1
5325,4,85,2,0,91418,93226,363826,1808,19,19,0,0
5325,4,85,3,0,93226,95374,365974,2148,19,20,1,1
5325,4,85,4,0,95374,97925,368525,0,20,20,0,0
5326,4,75,8,0,0,554,554,554,1,1,0,0
5326,4,75,9,0,554,554,554,0,1,1,0,0
5326,4,75,10,0,554,6372,6372,5818,1,2,1,1
5326,4,75,11,0,6372,8578,8578,2206,2,2,0,0
5326,4,75,12,0,8578,11010,11010,2432,2,3,1,1
5326,4,76,1,0,11010,13690,13690,2680,3,3,0,0
5326,4,76,2,0,13690,16763,16763,3073,3,4,1,1
5326,4,76,3,0,16763,19980,19980,3217,4,4,0,0
5326,4,76,4,0,19980,23226,23226,3246,4,5,1,1
5326,4,76,5,0,23226,26114,26114,2888,5,6,1,1
5326,4,76,6,0,26114,27817,27817,1703,6,6,0,0
5326,4,76,7,0,27817,27951,27951,134,6,6,0,0
5326,4,76,8,0,27951,28220,28220,269,6,6,0,0
5326,4,76,9,0,28220,30776,30776,2556,6,7,1,1
5326,4,76,10,0,30776,35152,35152,4376,7,8,1,1
5326,4,76,11,0,35152,39983,39983,4831,8,8,0,0
5326,4,76,12,0,39983,45213,45213,5230,8,10,2,2
5326,4,77,1,0,45213,50048,50048,4835,10,11,1,1
5326,4,77,2,0,50048,54167,54167,4119,11,11,0,0
5326,4,77,3,0,54167,59679,59679,5512,11,12,1,1
5326,4,77,4,0,59679,65040,65040,5361,12,14,2,2
5326,4,77,5,0,65040,69928,69928,4888,14,14,0,0
5326,4,77,6,0,69928,75191,75191,5263,14,16,2,2
5326,4,77,7,0,75191,80198,80198,5007,16,17,1,1
5326,4,77,8,0,80198,85956,85956,5758,17,18,1,1
5326,4,77,9,0,85956,91537,91537,5581,18,19,1,1
5326,4,77,10,0,91537,95842,95842,4305,19,20,1,1
5326,4,77,11,0,95842,99059,99059,3217,20,20,0,0
5326,4,77,12,0,99059,103472,103472,4413,20,21,1,1
5326,4,78,1,0,103472,106818,106818,3346,21,22,1,1
5326,4,78,2,0,106818,111058,111058,4240,22,23,1,1
5326,4,78,3,0,111058,115056,115056,3998,23,24,1,1
5326,4,78,4,0,115056,119996,119996,4940,24,24,0,0
5326,4,78,5,0,119996,125259,125259,5263,24,26,2,2
5326,4,78,6,0,125259,129468,129468,4209,26,26,0,0
5326,4,78,7,0,129468,133805,133805,4337,26,27,1,1
5326,4,78,8,0,133805,137869,137869,4064,27,28,1,1
5326,4,78,9,0,137869,142797,142797,4928,28,29,1,1
5326,4,78,10,0,142797,148675,148675,5878,29,30,1,1
5326,4,78,11,0,148675,152188,152188,3513,30,31,1,1
5326,4,78,12,0,152188,157460,157460,5272,31,32,1,1
5326,4,79,1,0,157460,163641,163641,6181,32,33,1,1
5326,4,79,2,0,163641,168155,168155,4514,33,34,1,1
5326,4,79,3,0,168155,173637,173637,5482,34,35,1,1
5326,4,79,4,0,173637,177952,177952,4315,35,36,1,1
5326,4,79,5,0,177952,182432,182432,4480,36,37,1,1
5326,4,79,6,0,182432,184126,184126,1694,37,37,0,0
5326,4,79,7,0,184126,186644,186644,2518,37,38,1,1
5326,4,79,8,0,186644,188956,188956,2312,38,38,0,0
5326,4,79,9,0,188956,192347,192347,3391,38,39,1,1
5326,4,79,10,0,192347,195763,195763,3416,39,40,1,1
5326,4,79,11,0,195763,199124,199124,3361,40,40,0,0
5326,4,79,12,0,199124,199124,199124,0,40,40,0,0
5326,4,80,1,0,199124,199124,199124,0,40,40,0,0
5326,4,80,2,0,199124,202120,202120,2996,40,41,1,1
5326,4,80,3,0,202120,205220,205220,3100,41,42,1,1
5326,4,80,4,0,205220,208307,208307,3087,42,42,0,0
5326,4,80,5,0,208307,209535,209535,1228,42,42,0,0
5326,4,80,6,0,209535,212137,212137,2602,42,43,1,1
5326,4,80,7,0,212137,214756,214756,2619,43,43,0,0
5326,4,80,8,0,214756,217866,217866,3110,43,44,1,1
5326,4,80,9,0,217866,220972,220972,3106,44,45,1,1
5326,4,80,10,0,220972,224128,224128,3156,45,45,0,0
5326,4,80,11,0,224128,227226,227226,3098,45,46,1,1
5326,4,80,12,0,227226,230509,230509,3283,46,47,1,1
5326,4,81,1,0,230509,233775,233775,3266,47,47,0,0
5326,4,81,2,0,233775,236881,236881,3106,47,48,1,1
5326,4,81,3,0,236881,239727,239727,2846,48,48,0,0
5326,4,81,4,0,239727,244051,244051,4324,48,49,1,1
5326,4,81,5,0,244051,247214,247214,3163,49,50,1,1
5326,4,81,6,0,247214,249950,249950,2736,50,50,0,0
5326,4,81,7,0,249950,252282,252282,2332,50,51,1,1
5326,4,81,8,0,252282,254545,254545,2263,51,51,0,0
5326,4,81,9,0,254545,256621,256621,2076,51,52,1,1
5326,4,81,10,0,256621,259691,259691,3070,52,52,0,0
5326,4,81,11,0,259691,261502,261502,1811,52,53,1,1
5326,4,81,12,0,261502,263239,263239,1737,53,53,0,0
5326,4,82,1,1,263239,1217,265317,-262022,53,1,0,0
5326,4,82,2,0,1217,2845,266945,1628,1,1,0,0
5326,4,82,3,0,2845,5392,269492,2547,1,2,1,1
5326,4,82,4,0,5392,6649,270749,1257,2,2,0,0
5326,4,82,5,0,6649,8854,272954,2205,2,2,0,0
5326,4,82,6,0,8854,11486,275586,2632,2,3,1,1
5326,4,82,7,0,11486,13057,277157,1571,3,3,0,0
5326,4,82,8,0,13057,15971,280071,2914,3,4,1,1
5326,4,82,9,0,15971,18242,282342,2271,4,4,0,0
5326,4,82,10,0,18242,20570,284670,2328,4,5,1,1
5326,4,82,11,0,20570,23256,287356,2686,5,5,0,0
5326,4,82,12,0,23256,25173,289273,1917,5,6,1,1
5326,4,83,1,0,25173,27596,291696,2423,6,6,0,0
5326,4,83,2,0,27596,30001,294101,2405,6,7,1,1
5326,4,83,3,0,30001,32377,296477,2376,7,7,0,0
5326,4,83,4,0,32377,34594,298694,2217,7,7,0,0
5326,4,83,5,0,34594,36269,300369,1675,7,8,1,1
5326,4,83,6,0,36269,38467,302567,2198,8,8,0,0
5326,4,83,7,0,38467,41430,305530,2963,8,9,1,1
5326,4,83,8,0,41430,44232,308332,2802,9,9,0,0
5326,4,83,9,0,44232,46792,310892,2560,9,10,1,1
5326,4,83,10,0,46792,48628,312728,1836,10,10,0,0
5326,4,83,11,0,48628,50171,314271,1543,10,11,1,1
5326,4,83,12,0,50171,52055,316155,1884,11,11,0,0
5326,4,84,1,0,52055,56133,320233,4078,11,12,1,1
5326,4,84,2,0,56133,57722,321822,1589,12,12,0,0
5326,4,84,3,0,57722,59770,323870,2048,12,12,0,0
5326,4,84,4,0,59770,61056,325156,1286,12,13,1,1
5326,4,84,5,0,61056,62551,326651,1495,13,13,0,0
5326,4,84,6,0,62551,64238,328338,1687,13,13,0,0
5326,4,84,7,0,64238,66637,330737,2399,13,14,1,1
5326,4,84,8,0,66637,69205,333305,2568,14,14,0,0
5326,4,84,9,0,69205,71466,335566,2261,14,15,1,1
5326,4,84,10,0,71466,74161,338261,2695,15,15,0,0
5326,4,84,11,0,74161,76850,340950,2689,15,16,1,1
5326,4,84,12,0,76850,79510,343610,2660,16,16,0,0
5326,4,85,1,0,79510,81413,345513,1903,16,17,1,1
5326,4,85,2,0,81413,83221,347321,1808,17,17,0,0
5326,4,85,3,0,83221,85343,349443,2122,17,18,1,1
5326,4,85,4,0,85343,87257,351357,0,18,18,0,0
5327,4,75,9,0,0,463,463,463,1,1,0,0
5327,4,75,10,0,463,463,463,0,1,1,0,0
5327,4,75,11,0,463,3163,3163,2700,1,1,0,0
5327,4,75,12,0,3163,4987,4987,1824,1,1,0,0
5327,4,76,1,0,4987,7882,7882,2895,1,2,1,1
5327,4,76,2,0,7882,10654,10654,2772,2,3,1,1
5327,4,76,3,0,10654,12065,12065,1411,3,3,0,0
5327,4,76,4,0,12065,13603,13603,1538,3,3,0,0
5327,4,76,5,0,13603,15158,15158,1555,3,4,1,1
5327,4,76,6,0,15158,16445,16445,1287,4,4,0,0
5327,4,76,7,0,16445,17355,17355,910,4,4,0,0
5327,4,76,8,0,17355,19423,19423,2068,4,4,0,0
5327,4,76,9,0,19423,19423,19423,0,4,4,0,0
5327,4,76,10,0,19423,21831,21831,2408,4,5,1,1
5327,4,76,11,0,21831,25938,25938,4107,5,6,1,1
5327,4,76,12,0,25938,31050,31050,5112,6,7,1,1
5327,4,77,1,0,31050,36085,36085,5035,7,8,1,1
5327,4,77,2,0,36085,40050,40050,3965,8,9,1,1
5327,4,77,3,0,40050,44737,44737,4687,9,9,0,0
5327,4,77,4,0,44737,49672,49672,4935,9,10,1,1
5327,4,77,5,0,49672,54218,54218,4546,10,11,1,1
5327,4,77,6,0,54218,59478,59478,5260,11,12,1,1
5327,4,77,7,0,59478,63168,63168,3690,12,13,1,1
5327,4,77,8,0,63168,67077,67077,3909,13,14,1,1
5327,4,77,9,0,67077,71450,71450,4373,14,15,1,1
5327,4,77,10,0,71450,75397,75397,3947,15,16,1,1
5327,4,77,11,0,75397,79725,79725,4328,16,16,0,0
5327,4,77,12,0,79725,83962,83962,4237,16,17,1,1
5327,4,78,1,0,83962,88473,88473,4511,17,18,1,1
5327,4,78,2,0,88473,92992,92992,4519,18,19,1,1
5327,4,78,3,0,92992,96094,96094,3102,19,20,1,1
5327,4,78,4,0,96094,99368,99368,3274,20,20,0,0
5327,4,78,5,0,99368,103009,103009,3641,20,21,1,1
5327,4,78,6,0,103009,106475,106475,3466,21,22,1,1
5327,4,78,7,0,106475,109800,109800,3325,22,22,0,0
5327,4,78,8,0,109800,113474,113474,3674,22,23,1,1
5327,4,78,9,0,113474,117101,117101,3627,23,24,1,1
5327,4,78,10,0,117101,122942,122942,5841,24,25,1,1
5327,4,78,11,0,122942,128830,128830,5888,25,26,1,1
5327,4,78,12,0,128830,134472,134472,5642,26,27,1,1
5327,4,79,1,0,134472,139156,139156,4684,27,28,1,1
5327,4,79,2,0,139156,143835,143835,4679,28,29,1,1
5327,4,79,3,0,143835,148714,148714,4879,29,30,1,1
5327,4,79,4,0,148714,154394,154394,5680,30,31,1,1
5327,4,79,5,0,154394,159387,159387,4993,31,32,1,1
5327,4,79,6,0,159387,165179,165179,5792,32,34,2,2
5327,4,79,7,0,165179,169642,169642,4463,34,34,0,0
5327,4,79,8,0,169642,172703,172703,3061,34,35,1,1
5327,4,79,9,0,172703,175634,175634,2931,35,36,1,1
5327,4,79,10,0,175634,179820,179820,4186,36,36,0,0
5327,4,79,11,0,179820,185768,185768,5948,36,38,2,2
5327,4,79,12,0,185768,189069,189069,3301,38,38,0,0
5327,4,80,1,0,189069,192747,192747,3678,38,39,1,1
5327,4,80,2,0,192747,197018,197018,4271,39,40,1,1
5327,4,80,3,0,197018,201034,201034,4016,40,41,1,1
5327,4,80,4,0,201034,205432,205432,4398,41,42,1,1
5327,4,80,5,0,205432,207815,207815,2383,42,42,0,0
5327,4,80,6,0,207815,208448,208448,633,42,42,0,0
5327,4,80,7,0,208448,211167,211167,2719,42,43,1,1
5327,4,80,8,0,211167,214484,214484,3317,43,43,0,0
5327,4,80,9,0,214484,217484,217484,3e3,43,44,1,1
5327,4,80,10,0,217484,219727,219727,2243,44,44,0,0
5327,4,80,11,0,219727,221793,221793,2066,44,45,1,1
5327,4,80,12,0,221793,223907,223907,2114,45,45,0,0
5327,4,81,1,0,223907,226915,226915,3008,45,46,1,1
5327,4,81,2,0,226915,229233,229233,2318,46,46,0,0
5327,4,81,3,0,229233,232415,232415,3182,46,47,1,1
5327,4,81,4,0,232415,235145,235145,2730,47,48,1,1
5327,4,81,5,0,235145,238859,238859,3714,48,48,0,0
5327,4,81,6,0,238859,244342,244342,5483,48,49,1,1
5327,4,81,7,0,244342,249319,249319,4977,49,50,1,1
5327,4,81,8,0,249319,254052,254052,4733,50,51,1,1
5327,4,81,9,0,254052,257242,257242,3190,51,52,1,1
5327,4,81,10,0,257242,261620,261620,4378,52,53,1,1
5327,4,81,11,0,261620,265183,265183,3563,53,54,1,1
5327,4,81,12,0,265183,268061,268061,2878,54,54,0,0
5327,4,82,1,0,268061,269923,269923,1862,54,54,0,0
5327,4,82,2,0,269923,272171,272171,2248,54,55,1,1
5327,4,82,3,0,272171,273541,273541,1370,55,55,0,0
5327,4,82,4,0,273541,275479,275479,1938,55,56,1,1
5327,4,82,5,0,275479,278122,278122,2643,56,56,0,0
5327,4,82,6,0,278122,280101,280101,1979,56,57,1,1
5327,4,82,7,0,280101,282940,282940,2839,57,57,0,0
5327,4,82,8,0,282940,285751,285751,2811,57,58,1,1
5327,4,82,9,0,285751,287751,287751,2e3,58,58,0,0
5327,4,82,10,0,287751,289668,289668,1917,58,58,0,0
5327,4,82,11,0,289668,289810,289810,142,58,58,0,0
5327,4,82,12,0,289810,291082,291082,1272,58,59,1,1
5327,4,83,1,0,291082,292634,292634,1552,59,59,0,0
5327,4,83,2,0,292634,294518,294518,1884,59,59,0,0
5327,4,83,3,0,294518,296789,296789,2271,59,60,1,1
5327,4,83,4,0,296789,298724,298724,1935,60,60,0,0
5327,4,83,5,0,298724,300543,300543,1819,60,61,1,1
5327,4,83,6,0,300543,301746,301746,1203,61,61,0,0
5327,4,83,7,0,301746,303137,303137,1391,61,61,0,0
5327,4,83,8,0,303137,306826,306826,3689,61,62,1,1
5327,4,83,9,0,306826,309174,309174,2348,62,62,0,0
5327,4,83,10,0,309174,311269,311269,2095,62,63,1,1
5327,4,83,11,0,311269,313179,313179,1910,63,63,0,0
5327,4,83,12,0,313179,314750,314750,1571,63,63,0,0
5327,4,84,1,0,314750,316015,316015,1265,63,64,1,1
5327,4,84,2,0,316015,318046,318046,2031,64,64,0,0
5327,4,84,3,0,318046,320282,320282,2236,64,65,1,1
5327,4,84,4,0,320282,323034,323034,2752,65,65,0,0
5327,4,84,5,0,323034,324720,324720,1686,65,65,0,0
5327,4,84,6,0,324720,326387,326387,1667,65,66,1,1
5327,4,84,7,0,326387,328975,328975,2588,66,66,0,0
5327,4,84,8,0,328975,331401,331401,2426,66,67,1,1
5327,4,84,9,0,331401,333903,333903,2502,67,67,0,0
5327,4,84,10,0,333903,336111,336111,2208,67,68,1,1
5327,4,84,11,0,336111,339009,339009,2898,68,68,0,0
5327,4,84,12,0,339009,341059,341059,2050,68,69,1,1
5327,4,85,1,0,341059,343533,343533,2474,69,69,0,0
5327,4,85,2,0,343533,346155,346155,2622,69,70,1,1
5327,4,85,3,0,346155,348400,348400,2245,70,70,0,0
5327,4,85,4,0,348400,350399,350399,1999,70,71,1,1
5327,4,85,5,0,350399,352450,352450,0,71,71,0,0
5328,4,75,8,0,0,1325,1325,1325,1,1,0,0
5328,4,75,9,0,1325,1325,1325,0,1,1,0,0
5328,4,75,10,0,1325,5183,5183,3858,1,2,1,1
5328,4,75,11,0,5183,7667,7667,2484,2,2,0,0
5328,4,75,12,0,7667,9217,9217,1550,2,2,0,0
5328,4,76,1,0,9217,11352,11352,2135,2,3,1,1
5328,4,76,2,0,11352,14436,14436,3084,3,3,0,0
5328,4,76,3,0,14436,17978,17978,3542,3,4,1,1
5328,4,76,4,0,17978,21375,21375,3397,4,5,1,1
5328,4,76,5,0,21375,24537,24537,3162,5,5,0,0
5328,4,76,6,0,24537,25597,25597,1060,5,6,1,1
5328,4,76,7,0,25597,25749,25749,152,6,6,0,0
5328,4,76,8,0,25749,26734,26734,985,6,6,0,0
5328,4,76,9,0,26734,28492,28492,1758,6,6,0,0
5328,4,76,10,0,28492,32050,32050,3558,6,7,1,1
5328,4,76,11,0,32050,36392,36392,4342,7,8,1,1
5328,4,76,12,0,36392,40564,40564,4172,8,9,1,1
5328,4,77,1,0,40564,44537,44537,3973,9,9,0,0
5328,4,77,2,0,44537,47911,47911,3374,9,10,1,1
5328,4,77,3,0,47911,51637,51637,3726,10,11,1,1
5328,4,77,4,0,51637,55359,55359,3722,11,12,1,1
5328,4,77,5,0,55359,59125,59125,3766,12,12,0,0
5328,4,77,6,0,59125,62636,62636,3511,12,13,1,1
5328,4,77,7,0,62636,67019,67019,4383,13,14,1,1
5328,4,77,8,0,67019,69749,69749,2730,14,14,0,0
5328,4,77,9,0,69749,75155,75155,5406,14,16,2,2
5328,4,77,10,0,75155,80297,80297,5142,16,17,1,1
5328,4,77,11,0,80297,84269,84269,3972,17,17,0,0
5328,4,77,12,0,84269,87645,87645,3376,17,18,1,1
5328,4,78,1,0,87645,91967,91967,4322,18,19,1,1
5328,4,78,2,0,91967,95512,95512,3545,19,20,1,1
5328,4,78,3,0,95512,99608,99608,4096,20,20,0,0
5328,4,78,4,0,99608,104003,104003,4395,20,21,1,1
5328,4,78,5,0,104003,108426,108426,4423,21,22,1,1
5328,4,78,6,0,108426,113393,113393,4967,22,23,1,1
5328,4,78,7,0,113393,116269,116269,2876,23,24,1,1
5328,4,78,8,0,116269,120806,120806,4537,24,25,1,1
5328,4,78,9,0,120806,126500,126500,5694,25,26,1,1
5328,4,78,10,0,126500,133099,133099,6599,26,27,1,1
5328,4,78,11,0,133099,138345,138345,5246,27,28,1,1
5328,4,78,12,0,138345,144089,144089,5744,28,29,1,1
5328,4,79,1,0,144089,148973,148973,4884,29,30,1,1
5328,4,79,2,0,148973,154844,154844,5871,30,31,1,1
5328,4,79,3,0,154844,158442,158442,3598,31,32,1,1
5328,4,79,4,0,158442,163239,163239,4797,32,33,1,1
5328,4,79,5,0,163239,166585,166585,3346,33,34,1,1
5328,4,79,6,0,166585,168203,168203,1618,34,34,0,0
5328,4,79,7,0,168203,170189,170189,1986,34,35,1,1
5328,4,79,8,0,170189,171606,171606,1417,35,35,0,0
5328,4,79,9,0,171606,175054,175054,3448,35,36,1,1
5328,4,79,10,0,175054,177942,177942,2888,36,36,0,0
5328,4,79,11,0,177942,181006,181006,3064,36,37,1,1
5328,4,79,12,0,181006,184713,184713,3707,37,37,0,0
5328,4,80,1,0,184713,188336,188336,3623,37,38,1,1
5328,4,80,2,0,188336,193093,193093,4757,38,39,1,1
5328,4,80,3,0,193093,197679,197679,4586,39,40,1,1
5328,4,80,4,0,197679,200456,200456,2777,40,41,1,1
5328,4,80,5,0,200456,202027,202027,1571,41,41,0,0
5328,4,80,6,0,202027,204928,204928,2901,41,41,0,0
5328,4,80,7,0,204928,208110,208110,3182,41,42,1,1
5328,4,80,8,0,208110,211458,211458,3348,42,43,1,1
5328,4,80,9,0,211458,214124,214124,2666,43,43,0,0
5328,4,80,10,0,214124,217564,217564,3440,43,44,1,1
5328,4,80,11,0,217564,220150,220150,2586,44,45,1,1
5328,4,80,12,0,220150,222690,222690,2540,45,45,0,0
5328,4,81,1,0,222690,225791,225791,3101,45,46,1,1
5328,4,81,2,0,225791,228649,228649,2858,46,46,0,0
5328,4,81,3,0,228649,231704,231704,3055,46,47,1,1
5328,4,81,4,0,231704,234351,234351,2647,47,47,0,0
5328,4,81,5,0,234351,236490,236490,2139,47,48,1,1
5328,4,81,6,0,236490,238419,238419,1929,48,48,0,0
5328,4,81,7,0,238419,240950,240950,2531,48,49,1,1
5328,4,81,8,0,240950,243517,243517,2567,49,49,0,0
5328,4,81,9,0,243517,245296,245296,1779,49,50,1,1
5328,4,81,10,0,245296,248551,248551,3255,50,50,0,0
5328,4,81,11,0,248551,251398,251398,2847,50,51,1,1
5328,4,81,12,0,251398,254134,254134,2736,51,51,0,0
5328,4,82,1,0,254134,256775,256775,2641,51,52,1,1
5328,4,82,2,0,256775,257793,257793,1018,52,52,0,0
5328,4,82,3,0,257793,260236,260236,2443,52,53,1,1
5328,4,82,4,0,260236,262989,262989,2753,53,53,0,0
5328,4,82,5,0,262989,265818,265818,2829,53,54,1,1
5328,4,82,6,0,265818,268341,268341,2523,54,54,0,0
5328,4,82,7,0,268341,271549,271549,3208,54,55,1,1
5328,4,82,8,0,271549,273769,273769,2220,55,55,0,0
5328,4,82,9,0,273769,275617,275617,1848,55,56,1,1
5328,4,82,10,0,275617,278234,278234,2617,56,56,0,0
5328,4,82,11,0,278234,280194,280194,1960,56,57,1,1
5328,4,82,12,0,280194,281082,281082,888,57,57,0,0
5328,4,83,1,1,281082,1917,283417,-279165,57,1,0,0
5328,4,83,2,0,1917,4157,285657,2240,1,1,0,0
5328,4,83,3,0,4157,7076,288576,2919,1,2,1,1
5328,4,83,4,0,7076,9502,291002,2426,2,2,0,0
5328,4,83,5,0,9502,11842,293342,2340,2,3,1,1
5328,4,83,6,0,11842,14499,295999,2657,3,3,0,0
5328,4,83,7,0,14499,16548,298048,2049,3,4,1,1
5328,4,83,8,0,16548,20419,301919,3871,4,5,1,1
5328,4,83,9,0,20419,22701,304201,2282,5,5,0,0
5328,4,83,10,0,22701,24826,306326,2125,5,5,0,0
5328,4,83,11,0,24826,26338,307838,1512,5,6,1,1
5328,4,83,12,0,26338,28433,309933,2095,6,6,0,0
5328,4,84,1,0,28433,30812,312312,2379,6,7,1,1
5328,4,84,2,0,30812,32437,313937,1625,7,7,0,0
5328,4,84,3,0,32437,34478,315978,2041,7,7,0,0
5328,4,84,4,0,34478,36407,317907,1929,7,8,1,1
5328,4,84,5,0,36407,37605,319105,1198,8,8,0,0
5328,4,84,6,0,37605,38932,320432,1327,8,8,0,0
5328,4,84,7,0,38932,41300,322800,2368,8,9,1,1
5328,4,84,8,0,41300,43969,325469,2669,9,9,0,0
5328,4,84,9,0,43969,46062,327562,2093,9,10,1,1
5328,4,84,10,0,46062,48675,330175,2613,10,10,0,0
5328,4,84,11,0,48675,50176,331676,1501,10,11,1,1
5328,4,84,12,0,50176,52488,333988,2312,11,11,0,0
5328,4,85,1,0,52488,54922,336422,2434,11,11,0,0
5328,4,85,2,0,54922,56898,338398,1976,11,12,1,1
5328,4,85,3,0,56898,59122,340622,2224,12,12,0,0
5328,4,85,4,0,59122,61649,343149,0,12,13,1,1
5329,4,75,8,0,0,961,961,961,1,1,0,0
5329,4,75,9,0,961,961,961,0,1,1,0,0
5329,4,75,10,0,961,5970,5970,5009,1,2,1,1
5329,4,75,11,0,5970,7353,7353,1383,2,2,0,0
5329,4,75,12,0,7353,11087,11087,3734,2,3,1,1
5329,4,76,1,0,11087,14114,14114,3027,3,3,0,0
5329,4,76,2,0,14114,16844,16844,2730,3,4,1,1
5329,4,76,3,0,16844,19756,19756,2912,4,4,0,0
5329,4,76,4,0,19756,23176,23176,3420,4,5,1,1
5329,4,76,5,0,23176,25884,25884,2708,5,6,1,1
5329,4,76,6,0,25884,27163,27163,1279,6,6,0,0
5329,4,76,7,0,27163,27772,27772,609,6,6,0,0
5329,4,76,8,0,27772,27772,27772,0,6,6,0,0
5329,4,76,9,0,27772,30682,30682,2910,6,7,1,1
5329,4,76,10,0,30682,32384,32384,1702,7,7,0,0
5329,4,76,11,0,32384,34404,34404,2020,7,7,0,0
5329,4,76,12,0,34404,36695,36695,2291,7,8,1,1
5329,4,77,1,0,36695,39058,39058,2363,8,8,0,0
5329,4,77,2,0,39058,41131,41131,2073,8,9,1,1
5329,4,77,3,0,41131,42856,42856,1725,9,9,0,0
5329,4,77,4,0,42856,45273,45273,2417,9,10,1,1
5329,4,77,5,0,45273,49044,49044,3771,10,10,0,0
5329,4,77,6,0,49044,53750,53750,4706,10,11,1,1
5329,4,77,7,0,53750,58250,58250,4500,11,12,1,1
5329,4,77,8,0,58250,62843,62843,4593,12,13,1,1
5329,4,77,9,0,62843,66996,66996,4153,13,14,1,1
5329,4,77,10,0,66996,72279,72279,5283,14,15,1,1
5329,4,77,11,0,72279,76612,76612,4333,15,16,1,1
5329,4,77,12,0,76612,81580,81580,4968,16,17,1,1
5329,4,78,1,0,81580,86448,86448,4868,17,18,1,1
5329,4,78,2,0,86448,89343,89343,2895,18,18,0,0
5329,4,78,3,0,89343,94701,94701,5358,18,19,1,1
5329,4,78,4,0,94701,100118,100118,5417,19,21,2,2
5329,4,78,5,0,100118,105242,105242,5124,21,22,1,1
5329,4,78,6,0,105242,109946,109946,4704,22,22,0,0
5329,4,78,7,0,109946,114799,114799,4853,22,23,1,1
5329,4,78,8,0,114799,119346,119346,4547,23,24,1,1
